screening_id,record_key,entry_type,title,year,authors,first_author,source_title,volume,issue,pages,doi,scopus_url,document_type,publication_stage,scopus_source,language,citation_note,open_access_note,pdf_search_query,suggested_pdf_filename,pdf_status,pdf_file_path,duplicate_group,duplicate_decision,level_0_decision,level_0_exclusion_criterion,level_0_notes,level_0_language_flag,level_1_title_decision,level_1_exclusion_criterion,level_1_notes,level_2_abstract_decision,level_2_exclusion_criterion,level_2_notes,level_3_fulltext_decision,level_3_exclusion_criterion,level_3_notes,final_decision,included_reason,abstract,author_keywords,index_keywords,abstract_source_key,abstract_source_status
NS0526,2-s2.0-105032382162,Book chapter,Business Model Innovation Through Immersive Technologies: Integrating Digital Twins and the Metaverse in the Industry 5.0 Era,2026,Isad R.; Simatupang D.S.; Widodo A.M.; Setiawati P.; Malik M.; Pandey Y.; Abichandani Y.,Isad R.,Revolutionizing Consumer Experience with Digital Twins and the Metaverse,,,59-90,10.4018/979-8-3373-4541-3.ch003,https://www.scopus.com/pages/publications/105032382162?origin=resultslist,Book chapter,Final,Scopus,English,Cited by 0,,10.4018/979-8-3373-4541-3.ch003,2026 - Business Model Innovation Through Immersive Technologies Integrating Digital Twins and the Metaverse in the Industry 5.0 Era.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Industry 5.0 drives a deeper fusion between advanced intelligent systems and human creativity, positioning immersive technologies as essential components of modern innovation. Digital Twins and the Metaverse enable highly interactive, data rich environments where physical processes can be simulated, optimized, and experienced virtually. With support from AI, IoT, blockchain, and high speed networks, organizations can design business models that prioritize adaptability, co creation, and meaningful user engagement. Consumers participate directly in virtual testing, collaborative design sessions, and service interactions, creating continuous feedback loops that refine products and experiences. These immersive ecosystems strengthen operational reliability, reduce development risks, and open opportunities for sustainable value creation across industries. By offering transparent, secure, and accessible digital spaces, immersive technologies help companies develop human centered, resilient, and future ready business strategies aligned with the goals of Industry 5.0. © 2026 by IGI Global Scientific Publishing. All rights reserved.",,,2-s2.0-105032382162,from_scopus_csv
NS0612,2-s2.0-105040180423,Conference paper,A Deep Learning-Enabled Digital Twin Framework for Fast Online Adaptive Proton Therapy: A Validation Study in A Prostate SBRT Clinical Application,2026,Chang C.-W.; Safari M.; Akkineni S.S.; Hu M.; Shah K.D.; Patel P.; Jani A.B.; Agasthya G.; Zhou J.; Yang X.,Chang C.-W.,Proceedings of Machine Learning Research,315,,1193-1216,,https://www.scopus.com/pages/publications/105040180423?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,"""A Deep Learning-Enabled Digital Twin Framework for Fast Online Adaptive Proton Therapy: A Validation Study in A Prostate SBRT Clinical Application"" pdf",2026 - A Deep Learning-Enabled Digital Twin Framework for Fast Online Adaptive Proton Therapy A Validation Study in A Prostate SBRT Clinical Application.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Online adaptive radiotherapy offers substantial potential for improving treatment precision by accounting for daily anatomical variations, yet conventional replanning workflows remain time intensive and limit feasibility for hypofractionated treatments such as prostate stereotactic body radiation therapy (SBRT). This validation study demonstrates a deep learning enabled digital twin (DT) framework that leverages a VoxelMorph-based multi atlas deformable image registration pipeline to enable fast online adaptive proton therapy planning with dominant intraprostatic lesion (DIL) boost while achieving clinical equivalent plan quality with significantly reduced reoptimization time. The DT framework integrates deformable registration, daily cone beam CT (CBCT)-driven anatomical updates, and knowledge-based composite scoring functions, using an institutional database of 43 prostate SBRT patients with 215 CBCT scans totaling approximately 26,312 images to forecast interfractional variations and pre generate probabilistic treatment plans for new patients. Upon daily CBCT acquisition, the system enables rapid reoptimization using pre-computed plan conditions, and plan quality is evaluated using a ProKnow based scoring system that assesses target coverage and organ at risk sparing. Across all cases, the DT framework achieved an average reoptimization time of 5.5 ±2.7 minutes compared with 19.8 ± 11.9 minutes for clinical workflows, representing a 72 percent reduction, while producing optimal plans with a composite score of 157.2±5.6 compared with 153.8±6.0 for clinical plans. DT generated plans maintained high dosimetric quality, including DIL V100 of 99.5 percent ±0.6 percent, CTV V100 of 99.8 percent ±0.2 percent, and comparable sparing of organs at risk, such as bladder V20.8Gy of 11.4 ± 4.2 cm3, rectum V23Gy of 0.7 ± 0.4 cm3, and urethra D10 of 90.9 percent ±2.3 percent. These results demonstrate that deep learning enabled digital twins can substantially accelerate online adaptive proton therapy while preserving or enhancing plan quality, providing a clinically feasible pathway toward real time personalized radiotherapy for prostate SBRT with DIL boost. © 2026 CC-BY 4.0, C.-W. Chang et al.",,,2-s2.0-105040180423,from_scopus_csv
NS0660,2-s2.0-105023647104,Conference paper,Hierarchical Discrete Lattice Assembly: An Approach for the Digital Fabrication of Scalable Macroscale Structures,2025,Smith M.; Richard P.; Kyaw A.H.; Gershenfeld N.,Smith M.,Proceedings: SCF 2025 - 10th ACM Symposium on Computational Fabrication,,,,10.1145/3745778.3766665,https://www.scopus.com/pages/publications/105023647104?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 1,All Open Access; Gold Open Access; Green Open Access,10.1145/3745778.3766665,2025 - Hierarchical Discrete Lattice Assembly An Approach for the Digital Fabrication of Scalable Macroscale Structures.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Although digital fabrication processes at the desktop scale have become proficient and prolific, systems aimed at producing larger-scale structures are still typically complex, expensive, and unreliable. In this work, we present an approach for the fabrication of scalable macroscale structures using simple robots and interlocking lattice building blocks. A target structure is first voxelized so that it can be populated with an architected lattice. These voxels are then grouped into larger interconnected blocks, which are produced using standard digital fabrication processes, leveraging their capability to produce highly complex geometries at a small scale. These blocks, on the size scale of tens of centimeters, are then fed to mobile relative robots that are able to traverse over the structure and place new blocks to form structures on the meter scale. To facilitate the assembly of large structures, we introduce a live digital twin simulation tool for controlling and coordinating assembly robots that enables both global planning for a target structure and live user design, interaction, or intervention. To improve assembly throughput, we introduce a new modular assembly robot, designed for hierarchical voxel handling. We validate this system by demonstrating the voxelization, hierarchical blocking, path planning, and robotic fabrication of a set of meter-scale objects.  © 2025 Copyright held by the owner/author(s).",,,2-s2.0-105023647104,from_scopus_csv
NS0673,2-s2.0-105038634757,Conference paper,Design and effectiveness verification of cross-border e-commerce tariff avoidance algorithm based on federal reinforcement learning and digital twin: An empirical study on China-US tariff game,2025,Deng Z.,Deng Z.,Proceedings of SPIE - The International Society for Optical Engineering,13965,,,10.1117/12.3092649,https://www.scopus.com/pages/publications/105038634757?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,10.1117/12.3092649,2025 - Design and effectiveness verification of cross-border e-commerce tariff avoidance algorithm based on federal reinforcement learning and digital twin An empirical study on Ch.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Against the backdrop of the digital economy driving the reconstruction of the global trade landscape, this study constructs a three-dimensional analytical framework of ""core population-supporting population-external environment""based on business ecosystem theory, coupling coordination theory, and digital trade innovation theory, systematically analyzing the empowerment mechanism of cross-border e-commerce on new-quality productivity. By integrating panel data from 30 provinces in China from 2015 to 2022 and applying the entropy method, Spatial Durbin Model (SDM), and improved three-system coupling coordination degree model (CDI index), this study reveals the spatiotemporal evolution laws and institutional barriers of cross-border e-commerce ecosystems.  © COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only.",,,2-s2.0-105038634757,from_scopus_csv
NS0759,2-s2.0-105027864322,Book chapter,Pioneering IoT-Enabled Circular Supply Chains: A Multilevel Framework for Waste-to-Wealth Innovation in Net-Zero Industrial Ecosystems,2026,Junejo S.; Yang L.,Junejo S.,Climate Change Management,Part F1345,,317-337,10.1007/978-3-032-03484-7_17,https://www.scopus.com/pages/publications/105027864322?origin=resultslist,Book chapter,Final,Scopus,English,Cited by 0,,10.1007/978-3-032-03484-7_17,2026 - Pioneering IoT-Enabled Circular Supply Chains A Multilevel Framework for Waste-to-Wealth Innovation in Net-Zero Industrial Ecosystems.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"The accelerating urgency of climate change and industrial resource inefficiency has intensified the call for circular economy (CE) solutions that can be operationalized across governance levels. This chapter explores the transformative potential of the Internet of Things (IoT) in enabling circular supply chains and advancing net-zero industrial ecosystems. By proposing a multilevel tripartite governance framework—integrating global policy directives, national regulatory systems, and industry-level innovations—this study investigates how IoT technologies can bridge systemic gaps in circularity, including interoperability challenges, policy lag, and limited financial incentives. Drawing upon a mixed-methods approach and grounded in evolutionary game theory, the chapter illustrates how IoT-enabled mechanisms—such as digital twins, blockchain-based traceability, and real-time resource monitoring—are redefining waste-to-wealth strategies. Case studies from advanced economies and emerging markets (e.g., Tesla, Siemens, and India’s Smart Cities Mission) demonstrate how these innovations reduce material waste, enhance transparency, and align with global CE standards such as the EU’s Digital Product Passport and Circular Transition Indicators. The chapter emphasizes that IoT is not merely a technological enabler, but a systemic facilitator for CE transitions when governed by cohesive multistakeholder accountability, spanning vertical (regulatory), horizontal (cross-sectoral), and felt (societal) dimensions. It also addresses persistent barriers, including data fragmentation, energy inefficiencies, and policy inertia, offering strategic pathways for scaling sustainable industrial models. Ultimately, this work underscores the importance of synchronizing policy-technology synergies to unlock the full potential of IoT in catalyzing industrial transformation and securing a climate-resilient, resource-efficient future. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",,,2-s2.0-105027864322,from_scopus_csv
NS0765,2-s2.0-105027210690,Article,A mechanism and data-driven adaptive update framework for digital twin model of electric drive assembly gear transmission system,2026,Pengbo Z.; Renxiang C.; Dong L.; Mengyu R.; Hepeng L.; Yi A.; Liang G.,Pengbo Z.,JVC/Journal of Vibration and Control,,,,10.1177/10775463251413556,https://www.scopus.com/pages/publications/105027210690?origin=resultslist,Article,Article in press,Scopus,English,Cited by 0,,10.1177/10775463251413556,2026 - A mechanism and data-driven adaptive update framework for digital twin model of electric drive assembly gear transmission system.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Digital twin technology (DT) provides a transformative solution for condition monitoring and fault diagnosis (FD) of complex electromechanical systems by constructing virtual mirrors of physical systems. As the key carrier of torque transmission in the powertrain system of electric vehicles (EV), the dynamic characteristics of reduction gears directly affect the safety, efficiency, and service life of EV. In practical engineering applications, the failure of reduction gears not only leads to vehicle performance degradation, but also may cause safety accidents and high maintenance costs. However, accurately modeling and updating the DT of reduction gears remains a challenging task due to the complexity and dynamics of these systems. In this study, a joint mechanism-data-driven adaptive (JMDDA) updating method is proposed to improve the accuracy of the DT model of electrically driven assembly reduction gears. First, a mechanism-based model is constructed to simulate the dynamic response of gears under different operating conditions; then, adaptive least squares estimation is used to update the model parameters and simulate the changing characteristics of the gears under different load and speed conditions; further, a long and short-term memory neural network (LSTM) is employed to learn the error between the simulation results and the measured data to narrow the gap between the simulation and the actual performance to realize the accurate prediction of various operating conditions. The effectiveness of the proposed method is verified by comprehensively comparing the time and frequency domain results between the measured data and the model simulation. The results indicated that the JMDDA method significantly improves the accuracy of the DT model, and provides a reliable solution for real-time monitoring of gear system health status, predicting potential failures and optimizing maintenance schedules, thus extending equipment life and reducing operating costs. © The Author(s) 2026",,,2-s2.0-105027210690,from_scopus_csv
NS0789,2-s2.0-105031099563,Conference paper,From Data to Decision: Validating a Technological Innovation Management Model Through a Digital Twin-Based Waste Experiment in an Urban Living Lab,2026,Velasquez-Mendez A.; Lozoya-Santos J.D.J.; Jimenez-Vargas J.F.; Salguero-Medina J.D.; Dicelis-Ramos G.F.; Cardona Quinto J.E.; Santamaria-Ibarra F.A.; Manrique-Moreno A.F.,Velasquez-Mendez A.,Communications in Computer and Information Science,2792 CCIS,,174-188,10.1007/978-3-032-16851-1_13,https://www.scopus.com/pages/publications/105031099563?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,10.1007/978-3-032-16851-1_13,2026 - From Data to Decision Validating a Technological Innovation Management Model Through a Digital Twin-Based Waste Experiment in an Urban Living Lab.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"This paper describes an urban experimentation initiative developed within the Fenicia Urban Living Lab (ULL) in Bogotá, Colombia, aimed at validating a technological innovation management model through a participatory cyber-physical system (CPS) for urban waste management. The model is designed to support the co-creation of socio-technical solutions in smart cities, especially in developing contexts. The experiment involves residents, drones, and mobile applications to generate georeferenced images of street waste, which are analyzed by a custom AI model to classify waste types and identify critical accumulation points. These insights are integrated into a Digital Twin (DT) platform built on 3D spatial models and geospatial analysis tools. The CPS is evaluated using a KPI framework aligned with three strategic objectives: Quality of Life, Productivity, and ICT-based Sustainability. Preliminary results show improved detection efficiency, increased citizen engagement, and the potential for data-driven decisions at the neighborhood level. Additionally, governance acts as a transversal enabler, strengthening stakeholder coordination and institutional learning. This paper advances the literature on Urban Living Labs and socio-technical experimentation by validating the proposed innovation management model in real urban conditions. It also expands the Waste–Energy–Information nexus, demonstrating how digital twins and participatory sensing can promote inclusive and circular urban transformations. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",,,2-s2.0-105031099563,from_scopus_csv
NS0819,2-s2.0-105026003904,Article,"Design, Analysis, and Prototyping of a Multifunctional Digital Twin-Enabled Aerospace Drilling End-Effector Deployable by a Collaborative Robot",2025,Kazemiesfahani M.; Dilfanian E.; Monsarrat B.; Hajzargarbashi S.,Kazemiesfahani M.,Sensors,25,24,,10.3390/s25247504,https://www.scopus.com/pages/publications/105026003904?origin=resultslist,Article,Final,Scopus,English,Cited by 1,All Open Access; Gold Open Access; Green Open Access,10.3390/s25247504,"2025 - Design, Analysis, and Prototyping of a Multifunctional Digital Twin-Enabled Aerospace Drilling End-Effector Deployable by a Collaborative Robot.pdf",,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"Drilling in aerospace one-up assembly demands high positional accuracy, strong clamping forces, and precise angular compensation to ensure quality in multi-layered stacks. Existing robotic solutions achieve these requirements but are costly, bulky, and unsuitable for flexible or collaborative environments. This work introduces the Advanced Collaborative Multifunctional End-Effector (ACME), a lightweight robotic drilling end-effector designed for integration with collaborative robots (cobots). ACME incorporates vacuum-assisted clamping capable of generating high forces, a passive self-normalization mechanism for angular alignment on double-curvature surfaces, and a compact 5-DoF positioning system for precise positioning and orientation. The system’s kinematics and dynamics were modeled and experimentally verified through frequency response function (FRF) testing, enabling precise behavior prediction. The tool is integrated within a cyber–physical system (CPS) featuring an interactive digital twin that, unlike passive monitoring systems, allows operators to configure workpieces, select drilling locations directly from rendered CAD, and supervise execution without programming expertise. Experiments demonstrated average positional errors of 0.19 mm and normality deviations of 0.29°, both within aerospace standards. The results confirm that ACME effectively extends cobot capabilities for aerospace-grade drilling while improving flexibility, safety, and operator accessibility. © 2025 by the authors.",,,2-s2.0-105026003904,from_scopus_csv
NS0852,2-s2.0-105029906873,Article,Research on an intelligent monitoring system for the entire tunnel construction process based on IoT and digital twin,2026,Huang C.; Wan L.; Shi G.; Sun H.; Wang J.; Zhang C.,Huang C.,International Journal of Metrology and Quality Engineering,17,,,10.1051/ijmqe/2025014,https://www.scopus.com/pages/publications/105029906873?origin=resultslist,Article,Final,Scopus,English,Cited by 1,All Open Access; Gold Open Access; Green Open Access,10.1051/ijmqe/2025014,2026 - Research on an intelligent monitoring system for the entire tunnel construction process based on IoT and digital twin.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"There are high-risk problems, such as peripheral rock instability and palm face collapse, during tunnel construction, and the traditional monitoring methods are difficult to meet the safety management needs due to sparse data and lagging response. This paper proposes an intelligent monitoring system for the whole process of tunnel construction based on Internet of Things (IoT) and digital twin, which integrates a multi-source sensor network, BIM dynamic modeling, and risk intelligent analysis. The system realizes an all-around perception of environment, equipment, and surrounding rock status through real-time fusion of heterogeneous data, and uses digital twin technology for 3D visualization and risk trend prediction. It adopts the improved D-S evidence theory for multi-source risk assessment, and improves the early warning accuracy through the effectiveness factor and conflict weakening strategy. The actual engineering experiments show that the system achieves 100% monitoring coverage and 100% warning accuracy, and successfully captures the whole process of palm face collapse and the time-sequence evolution of enclosing rock deformation, which significantly improves the safety and management efficiency of tunnel construction. The study verifies the high accuracy and stability of the proposed system, which provides an intelligent solution for the safety of complex underground projects. © C. Huang et al., Published by EDP Sciences, 2026.",,,2-s2.0-105029906873,from_scopus_csv
NS0980,2-s2.0-105040755891,Conference paper,"Integrating Neuromorphic Sensors, Digital Twins, and MBSE Interfaces for System Validation",2026,Aoki E.; Norcéide F.; Boopathy G.; Thompson C.; Chandra K.,Aoki E.,"SysCon 2026 - The 20th Annual IEEE International Systems Conference, Conference Proceedings",,,,10.1109/SysCon66367.2026.11503544,https://www.scopus.com/pages/publications/105040755891?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,10.1109/SysCon66367.2026.11503544,"2026 - Integrating Neuromorphic Sensors, Digital Twins, and MBSE Interfaces for System Validation.pdf",,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"The rationale for digital transformation is to manage the increasing complexity of systems by breaking down silos between units of the organization and forming a community with shared governance of the digital artifacts of the system throughout its lifecycle. In this context, digital engineering, model-based systems engineering (MBSE), and digital twins are expected to be processes and products that support collaborative design, analysis, testing, and validation of systems across the traditional systems engineering phases. However, a significant challenge in the adoption of MBSE is in the varied design approaches taken by practitioners and often the lack of crossdomain experts that can use these models to bridge the left and right sides of the V-model of systems engineering. This work presents an architecture for conceptual modeling of a digital twin (DT) representing a dynamical system, driven by data from a neuromorphic vision sensor (NVS). The MagicGrid methodology, which structures problem, solution, and implementation domains across the pillars of requirements, structure, behavior, and parameters, is applied to demonstrate its potential to engage personnel involved in validating the physical system driving the design phase. The black box and white box stages of the problem domain provide interfaces to define needs and contexts from the validation perspective. The case study of designing a DT for a one degree-of-freedom pendulum with its dynamics recorded by the NVS is presented. A particle filter serves as a candidate DT model for estimating and tracking the system states of the physical system. The interaction between the physical system and its DT is illustrated using black box and white box models that describe potential roles of the DT for system validation.  © 2026 IEEE.",,,2-s2.0-105040755891,from_scopus_csv
NS1052,2-s2.0-85135601872,Article,A digital twin-based human-robot collaborative system for the assembly of complex-shaped architectures,2025,Ye Z.; Jingyu L.; Hongwei Y.,Ye Z.,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",239,12,1708-1720,10.1177/09544054221110960,https://www.scopus.com/pages/publications/85135601872?origin=resultslist,Article,Final,Scopus,English,Cited by 17,,10.1177/09544054221110960,2025 - A digital twin-based human-robot collaborative system for the assembly of complex-shaped architectures.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"The assembly of complex-shaped architectures is expensive and time-consuming due to the task’s complexity and the workflow’s rigidity. This study proposes an efficient, flexible, and adaptive approach by using Digital Twin (DT) within a human-robot collaborative system to solve the problem. Human-robot collaboration allows the right amount of automation, while DT enables the system to validate with up-to-date information. During the assembly process, the digital model keeps updating, and the corresponding robotic commands are regenerated simultaneously by mirroring both the gradually evolved architectural geometries and the behaviors of the operator. The success of the methodology is demonstrated by building an experimental complex-shaped pavilion. Compared to the imprecise, totally manual methods or inflexible, completely automatic methods, the real-time optimized human-robot collaborative approach proposed by this study improves the efficiency and flexibility of the assembly process in the architectural realm. © IMechE 2022",,,2-s2.0-85135601872,from_scopus_csv
NS1071,2-s2.0-105020184634,Review,Review of Advances in the Robotization of Timber Construction,2025,Cheng F.-C.; Bier H.; Wang N.; Andrasek A.,Cheng F.-C.,Buildings,15,20,,10.3390/buildings15203747,https://www.scopus.com/pages/publications/105020184634?origin=resultslist,Review,Final,Scopus,English,Cited by 0,All Open Access; Gold Open Access; Green Open Access,10.3390/buildings15203747,2025 - Review of Advances in the Robotization of Timber Construction.pdf,,,,,Include,,,,Uncertain,,"Title suggests a broad DT/production review, but validation/update relevance needs abstract screening.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"The construction industry faces persistent productivity shortfalls and rising carbon dioxide emissions, which drives a shift toward the use of low-carbon materials and higher degrees of automation. Timber, a renewable and carbon-sequestering material, becomes especially compelling when combined with robotic fabrication. Although rapid advances have been implemented in the last decade, research and practice remain fragmented, and systematic evaluations of technological readiness are scarce. This gap is addressed in this review through critical literature synthesis of robotic timber construction, combining bibliometric analysis with a comparative evaluation of twelve representative case studies from 2020 to 2025. Computational and robotic tools are mapped across the design to fabrication pipeline, and emerging advancements are identified such as digital twins, real-time adaptive workflows, and machine learning driven fabrication, alongside discrete and circular strategies. Barriers to scale up are also assessed, including mid-level technology readiness, regulatory and safety obligations for human–robot interaction, evidence on cost and productivity, and workforce training needs. By clarifying the current level of robotization and specifying both research gaps and industrial prerequisites, this study provides a structured foundation for the next phase of development. It helps scholars by consolidating methods and metrics for rigorous evaluation, and it helps practitioners by highlighting pathways to scalable, certifiable, and circular deployment that align cost, safety, and training requirements. © 2025 by the authors.",,,2-s2.0-105020184634,from_scopus_csv
NS1171,2-s2.0-105006997369,Article,Emerging technologies in biomass conversion: Bioengineering and nanocatalysts to AI-driven process optimization,2025,Selwal N.; Sultana H.; Rahayu F.; Hariyono B.; Riajaya P.D.; Kadarwati F.T.; Herwati A.; Latifah E.; Indriani F.C.; Saeri M.; Dar M.A.; Chopra C.; Abass K.S.; Wani A.K.,Selwal N.,Biomass and Bioenergy,200,,,10.1016/j.biombioe.2025.108054,https://www.scopus.com/pages/publications/105006997369?origin=resultslist,Article,Final,Scopus,English,Cited by 10,,10.1016/j.biombioe.2025.108054,2025 - Emerging technologies in biomass conversion Bioengineering and nanocatalysts to AI-driven process optimization.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"The escalating global demand for clean, sustainable energy has catalyzed the exploration of renewable feedstocks, with plant biomass emerging as a pivotal resource in the transition to a low-carbon bioeconomy. This review synthesizes recent advancements in biomass conversion technologies, focusing on the integration of thermochemical and biochemical routes with bioengineering, nanocatalysis, and AI-driven optimization. It categorizes biomass into generational classifications and explores their respective processing pathways, emphasizing innovations in enzymatic hydrolysis, nanocatalyst deployment, CRISPR-based genetic engineering, and microbial consortia. The integration of artificial intelligence (AI), digital twins, and machine learning is discussed for real-time process optimization, feedstock selection, and predictive system modeling. Additionally, the role of emerging technologies such as bio-electrochemical systems, photocatalytic biomass conversion, and energy systems integration with solar, wind, and hydrogen is analyzed. The paper highlights the synergies of co-producing biochar for carbon sequestration, soil enhancement, and energy storage, reinforcing the importance of circular bioeconomy frameworks. Furthermore, it addresses the sustainability implications of biomass valorization across environmental, economic, and social dimensions, underscoring the importance of policy, interdisciplinary collaboration, and infrastructure investment. The study concludes by presenting future perspectives that include advanced feedstock engineering, integration of carbon-negative technologies such as direct air capture, and systemic solutions for climate resilience. Collectively, the findings reinforce that integrated and digitally optimized biomass conversion systems are central to achieving scalable, cost-effective, and climate-aligned energy solutions. © 2025 Elsevier Ltd",,,2-s2.0-105006997369,from_scopus_csv
NS1200,2-s2.0-105002892003,Article,An online prediction method for array antenna assembly performance based on digital twin,2025,Guo X.; Liu L.; Wang H.; Li Y.; Du X.; Shi J.; Wang Y.,Guo X.,Journal of Intelligent Manufacturing,36,4,2727-2748,10.1007/s10845-024-02384-5,https://www.scopus.com/pages/publications/105002892003?origin=resultslist,Article,Final,Scopus,English,Cited by 5,,10.1007/s10845-024-02384-5,2025 - An online prediction method for array antenna assembly performance based on digital twin.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Exclude,L2-E-NOPROD,Abstract is outside production/manufacturing and lacks a strong transferable validation/update method.,,,,,,"In the actual array antenna assembly process, changes in the assembly process parameters strongly impact the solder joints. Thus, it is always necessary to pay attention to the stress‒strain situation of solder joints to avoid their failure and affecting the overall performance of the resulting antenna products. In this paper, based on digital twin and cloud-edge collaboration technology, an online prediction method for array antenna assembly performance based on digital twinning and cloud-edge collaboration technology is proposed. First, key assembly process parameters such as the tightening torque, tightening sequence and part flatness of the array antenna are used as simulation inputs to carry out the finite element simulation. The mapping relationships between the assembly process parameters and assembly performance are determined, and simulation data samples are constructed. Then, a prediction method that combines ensemble learning and a BP neural network is proposed for assembly performance prediction of array antennas, and an assembly performance prediction model is constructed to realize the online prediction of assembly performance. The results show that the prediction is as expected. Finally, a digital twin-cloud-edge collaborative antenna assembly process performance prediction system is constructed, and real-time monitoring of antenna assembly performance is performed when applied to an array antenna assembly process. The instance validation showed that the developed online prediction model has an average accuracy of 94.35%. This real-time monitoring method can ensure critical solder joint performance and improve the success rate of antenna assembly. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",,,2-s2.0-105002892003,from_scopus_csv
NS1215,2-s2.0-85215857485,Article,A transfer reinforcement learning and digital-twin based task allocation method for human-robot collaboration assembly,2025,Wang J.; Yan Y.; Hu Y.; Yang X.; Zhang L.,Wang J.,Engineering Applications of Artificial Intelligence,144,,,10.1016/j.engappai.2025.110064,https://www.scopus.com/pages/publications/85215857485?origin=resultslist,Article,Final,Scopus,English,Cited by 15,,10.1016/j.engappai.2025.110064,2025 - A transfer reinforcement learning and digital-twin based task allocation method for human-robot collaboration assembly.pdf,,,,,Include,,,,Uncertain,,"Title contains a production/manufacturing/industrial signal, but DT validation relevance needs abstract screening.",Exclude,L2-E-OPTONLY,DT is used mainly for optimization/planning/control without model validation or updating.,,,,,,"Currently, human-robot collaboration systems are considered to have great application potential in complex and flexible assembly tasks. In human-robot collaborative assembly systems, the roles and tasks allocation between human and robot are the vital stage to exert and integrate the strength of both. Current many researches of task allocation mainly train decision-making model depending on a large number of predefined standard assembly data such as assembly time and assembly difficulty. However, due to individual differences and frequent product updates, the dynamic assembly conditions lack enough data for model training, and the constructed model based on historical data may not adapt to the new condition. To solve this gap, a transfer reinforcement learning and digital-twin based task allocation method is proposed to achieve the accurate and efficient multi-agent human-robot collaboration task allocation policy learning. Firstly, based on the digital twin of human-robot collaboration environment, the augmented reality is leveraged to simulate assembly process and collect execution data of workers and robots before the physical assembly. Secondly, a multi-agent reinforcement learning method is introduced to use domain randomization strategy to pre-train decision policy before the accurate model training. Thirdly, the knowledge distillation is leveraged to develop the transfer reinforcement learning framework to learn the accurate decision policy by reusing the pre-trained policy and utilizing the collected assembly simulation data. Finally, a case study is performed to demonstrate the effectiveness of the proposed method. © 2025 Elsevier Ltd",,,2-s2.0-85215857485,from_scopus_csv
