screening_id,record_key,entry_type,title,year,authors,first_author,source_title,volume,issue,pages,doi,scopus_url,document_type,publication_stage,scopus_source,language,citation_note,open_access_note,pdf_search_query,suggested_pdf_filename,pdf_status,pdf_file_path,duplicate_group,duplicate_decision,level_0_decision,level_0_exclusion_criterion,level_0_notes,level_0_language_flag,level_1_title_decision,level_1_exclusion_criterion,level_1_notes,level_2_abstract_decision,level_2_exclusion_criterion,level_2_notes,level_3_fulltext_decision,level_3_exclusion_criterion,level_3_notes,final_decision,included_reason,abstract,author_keywords,index_keywords,abstract_source_key,abstract_source_status,manual_level3_decision,manual_level3_note,classification_source,source_screening_id,object_class_decision,object_class_label,object_class_note,addition_source,addition_note,final_set_source,final_set_note
NS1353,2-s2.0-85214564695,Article,Prediction of bearing remaining useful life based on a two-stage updated digital twin,2025,He D.; Zhao J.; Jin Z.; Huang C.; Zhang F.; Wu J.,He D.,Advanced Engineering Informatics,65,,,10.1016/j.aei.2025.103123,https://www.scopus.com/pages/publications/85214564695?origin=resultslist,Article,Final,Scopus,English,Cited by 107,,10.1016/j.aei.2025.103123,2025 - Prediction of bearing remaining useful life based on a two-stage updated digital twin.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"As a pivotal element in industrial production, bearings are vital for the smooth functioning of the system. It is essential to accurately predict the remaining useful life (RUL) of bearings. Yet, the present methods for predicting RUL do not consider the real-time health state of bearing operation, resulting in poor RUL prediction accuracy. This paper proposes a method for bearing RUL prediction, based on a two-stage updating digital twin and a dual-correlation dynamic graph convolutional network (DC-DGCN), to address the aforementioned problems. First, a bearing defect evolution model with outer ring defect expansion characteristics is established, and the initial defect expansion curve is obtained in the first stage using multi-objective optimization. This process achieves real-time interaction between the twin model and the real bearing. Then, the calibrated defects in the second stage are used to further update the full life cycle defect curve. Bi-directional Long Short-Term Memory (Bi-LSTM) is utilized to correlate the vibration characteristics of the real bearing with the twin defects to complete the real-time mapping. Finally, the mapped defects are incorporated into the feature space used for RUL prediction, allowing the proposed DC-DGCN method to extract correlations between physical and digital space features for the final prediction. The suggested method effectively increases the veracity of bearing RUL prediction, as the experimental results prove. © 2025 Elsevier Ltd",,,2-s2.0-85214564695,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS1391,2-s2.0-105001809326,Article,Multi-stage calibration framework for a digital twin model in building operations: Cold chain logistics centers case study,2025,Lin R.; Kwon S.; Bae S.,Lin R.,Energy and Buildings,337,,,10.1016/j.enbuild.2025.115662,https://www.scopus.com/pages/publications/105001809326?origin=resultslist,Article,Final,Scopus,English,Cited by 7,,10.1016/j.enbuild.2025.115662,2025 - Multi-stage calibration framework for a digital twin model in building operations Cold chain logistics centers case study.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,Abstract is industrial or production-adjacent with DT and validation/update signals; kept for transfer assessment.,Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"This paper presents a multi-stage calibration framework for digital twins in building operations for cold chain logistics centers, focusing on key aspects such as temperature dynamics, cooling loads, and power consumption during such building operations. The rapid expansion of cold chain logistics centers has introduced significant challenges in ensuring product quality, optimizing energy consumption, and reducing operational costs. Digital twin-enabled building operations offer a potential solution to address these challenges. The proposed building digital twin, developed using EnergyPlus and Python, integrates sensor data with particle swarm optimization (PSO) algorithms to systematically calibrate key parameters such as internal thermal mass, air infiltration, and HVAC performance. Calibration is performed with a time step of one-minute, improving model accuracy by capturing transient dynamics that often overlooked by conventional hourly calibration methods. A real-world building was used to validate the proposed building digital twin model structure and calibration framework. Experimental results demonstrated the ability of the digital twin to predict building operating temperatures and energy consumption with high accuracy. The study highlights the benefits of using temperature and power sensor data as the primary inputs for model calibration, showing the potential on reducing reliance on more complex and intrusive measurement techniques. Furthermore, a multi-objective particle swarm optimization (MOPSO) algorithm was implemented to further verify the theoretical feasibility of the proposed multi-stage calibration framework. © 2025 Elsevier B.V.",,,2-s2.0-105001809326,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS1412,2-s2.0-105018058610,Article,Research on full lifecycle health management of permanent magnet synchronous electric drum driven by digital twin with dynamic update,2025,Chen W.; Wu W.; Zhang M.; Li H.; Shi Q.,Chen W.,Applied Intelligence,55,15,,10.1007/s10489-025-06910-7,https://www.scopus.com/pages/publications/105018058610?origin=resultslist,Article,Final,Scopus,English,Cited by 0,,10.1007/s10489-025-06910-7,2025 - Research on full lifecycle health management of permanent magnet synchronous electric drum driven by digital twin with dynamic update.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,Abstract has a strong DT validation/update signal outside the core production scope; kept as potentially transferable.,Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Currently, research on fault Prognostics and Health Management (PHM) based on Digital Twin mainly focuses on integrating real-time data from various sources to facilitate comprehensive product inspection and health management. However, existing DT research faces three main theoretical bottlenecks: the lack of dynamic evolution mechanisms in multi-physics coupled modeling, static models’ difficulty in adapting to the drift of equipment degradation characteristics, and health status assessment’s reliance on prior fault samples. To address these issues, this paper proposes a comprehensive lifecycle dynamic management method for the Tubular Permanent Magnet Synchronous Electric Drum (TPMSED), by constructing a Dual-service Lifecycle Management Digital Twin Model (DSL-DT) that achieves deep integration of physical entities and virtual spaces. Firstly, a multi-physics coupled dynamic model is established, integrating the nonlinear interactions of electromagnetic fields, temperature fields, and dynamic fields. This is achieved through a combination of finite element simulation and data-driven approaches, addressing the challenge of characterizing equipment performance degradation under complex operating conditions. Secondly, an innovative dual dynamic adjustment mechanism for compensator updates and parameter updates is designed, utilizing ridge regression algorithms and adaptive gradient algorithms to achieve online optimization of model parameters, effectively suppressing model mismatch during the degradation process. Lastly, a health index (HI)-based state assessment method is proposed, which triggers model updates by comparing characteristic deviations with thresholds, significantly enhancing the accuracy of Remaining Useful Life (RUL) predictions. Experimental validation on an intelligent conveying system development platform demonstrates that this method can accurately track the performance evolution of equipment throughout its lifecycle, providing a new theoretical paradigm and technical pathway for health management of complex electromechanical systems. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2025.",,,2-s2.0-105018058610,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS1500,2-s2.0-105011340596,Conference paper,Real-Time Data Acquisition and Digital Twin Model Synchronization Technology of Wind-Solar Electrolysis Hydrogen Production System Based on Internet of Things,2025,Fang H.; Feng B.; Zuo Y.; Ma Q.; Pu T.; Zhen M.; Zhang J.; Peng Y.,Fang H.,"Proceedings - 2025 International Conference on Electrical Drives, Power Electronics and Engineering, EDPEE 2025",,,1209-1214,10.1109/EDPEE65754.2025.00218,https://www.scopus.com/pages/publications/105011340596?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 2,,10.1109/EDPEE65754.2025.00218,2025 - Real-Time Data Acquisition and Digital Twin Model Synchronization Technology of Wind-Solar Electrolysis Hydrogen Production System Based on Internet of Things.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Wind energy and solar energy, as complementary renewable energy, combined with hydrogen production technology from electrolyzed water, provide a new way to build a green and low-carbon energy system. Firstly, this paper summarizes the composition of the photovoltaic hydrogen production system, including three modules: wind power generation, photovoltaic power generation and electrolyzed water hydrogen production, and emphasizes the key role of the Internet of Things (IoT) technology in realizing real-time monitoring and control of the system. Then, the paper discusses in detail the application of digital twin technology in the dynamic behavior, optimal con figuration and operation strategy of the simulation system, and puts forward the mechanism to realize the synchronization of data acquisition and digital twin model, including data acquisition, transmission, preprocessing, synchronization and model update. The experimental results show that the system can maintain high data acquisition accuracy and low transmission delay under different wind speeds and light intensities, and the output deviation between the digital twin model and the physical system is less than 5%, which proves the real-time, accuracy and reliability of the system. Finally, the paper summarizes the effectiveness of the real-time data acquisition and digital twin model synchronization technology of the wind-solar electrolysis hydrogen production system based on IoT, and looks forward to its application prospect in the energy field.  © 2025 IEEE.",,,2-s2.0-105011340596,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS1617,2-s2.0-85195142924,Review,Verification and validation of digital twins: a systematic literature review for manufacturing applications,2025,Bitencourt J.; Wooley A.; Harris G.,Bitencourt J.,International Journal of Production Research,63,1,342-370,10.1080/00207543.2024.2357741,https://www.scopus.com/pages/publications/85195142924?origin=resultslist,Review,Final,Scopus,English,Cited by 32,,10.1080/00207543.2024.2357741,2025 - Verification and validation of digital twins a systematic literature review for manufacturing applications.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital Twin (DT) is a concept of growing interest, driven by the technological advancements related to Industry 4.0. DT combines innovative technologies to create a virtual model replicating the physical system and allowing bi-directional data flow. However, to use DTs in support of decision-making, it is essential to have trust in the model and all components of the DT throughout its development. Verification and Validation (V&V) have traditionally been employed to assess models’ credibility, providing a venue for the development of trust. Therefore, V&V are essential foundations for developing DTs that can support decisions in real-world environments. Through a systematic literature review, this research investigated whether and how researchers are employing V&V in DTs for manufacturing applications. It was concluded that very little research was reported to have performed both verification and validation of the developed DTs. The study also examined the most commonly used V&V techniques and explored their relationship with DT capability level and application areas. It was concluded that there is a lack of standard procedures to conduct V&V and a lack of agreement on the V&V objectives. This research uncovers the main challenges to verifying and validating DTs and future research directions to develop trusted DTs. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",,,2-s2.0-85195142924,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS1952,2-s2.0-105019199828,Conference paper,Hierarchical Bayesian Model Updating of a 6 MW Offshore Wind Turbine Accounting for Variable Environmental and Operational Conditions,2025,Moynihan B.; Moaveni B.; Hines E.,Moynihan B.,Lecture Notes in Civil Engineering,675 LNCE,,970-973,10.1007/978-3-031-96106-9_99,https://www.scopus.com/pages/publications/105019199828?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,10.1007/978-3-031-96106-9_99,2025 - Hierarchical Bayesian Model Updating of a 6 MW Offshore Wind Turbine Accounting for Variable Environmental and Operational Conditions.pdf,,,,,Include,,,Check non-ASCII title text,Uncertain,,Title-level relevance is ambiguous; kept for abstract screening.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"In offshore wind farm management, instrumentation campaigns are often deployed to measure the vibrational response of select wind turbines in the farm. Structural identification methods utilize this instrumentation data in order to track the dynamic performance of the turbine with the goal of performance assessment and damage identification. One approach for structural identification is inverse modeling or model updating which involves integration of measured observations from the structure with a virtual model that represents the true structure by matching the response features (e.g., modal parameters). Updated models or digital twins can be used to predict the dynamic response of the structure due to loading conditions, or to estimate the remaining fatigue life. The purpose of model updating is to obtain optimal modeling parameters that match the behavior of the real structure; these optimal model parameters can be treated both deterministically and probabilistically. Probabilistic treatment of model parameters enables uncertainty quantification and modeling error estimates which provides additional information about the digital twin. This work performs probabilistic digital twinning of an operational 6 MW offshore wind turbine using a hierarchical Bayesian model updating approach. Two model parameters (effective aerodynamic stiffness in horizontal directions) are treated probabilistically such that a distribution mean and covariance can be fit and estimated from the data. Multiple versions of hierarchical Bayesian model updating are performed to account for the unique behavior of the turbine under variable environmental and operational conditions. Different distributions are fit to find model parameter distributions for power production scenarios, accounting for the unique and varying dynamic behavior of the wind turbine during operation. For instance, the dominant natural frequency of the wind turbine show a distinct relationship with wind speed during power production by the wind turbine. In this case, level 2 hierarchical Bayesian modeling is employed in which the model parameter distribution is treated as a function of wind speed. The relationship of parameter distribution and wind speed is treated as both a linear function as well as a more complex function in order to assess which function best captures the wind turbine’s behavior. Results are compared to model parameters obtained through a frequentist approach. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.",,,2-s2.0-105019199828,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2056,2-s2.0-85199577244,Conference paper,Validation of Digital Twins in Labor-intensive Manufacturing:Significance and Challenges,2024,Zare A.; Lazarova-Molnar S.,Zare A.,Procedia Computer Science,238,,623-630,10.1016/j.procs.2024.06.070,https://www.scopus.com/pages/publications/85199577244?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 7,All Open Access; Gold Open Access; Green Open Access,10.1016/j.procs.2024.06.070,2024 - Validation of Digital Twins in Labor-intensive Manufacturing Significance and Challenges.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Digital Twins allow for designing, operating, and optimizing running systems by replicating the operations of the physical components in a digital environment. Interconnectivity between Digital Twin models and corresponding real-world counterparts facilitates continuous examining of the actual system, resulting in nearly real-time analysis and decision-making support. Validation is an integral part of Digital Twins as underlying models must accurately reflect the corresponding physical systems according to predefined objectives. The near real-time nature of Digital Twins demands a continuous validation process to ensure models' accuracy. Labor-intensive manufacturing, where humans are at the heart of manufacturing processes, is a sector that encompasses a wide range of industries, from toys and apparel to medical devices and automotive components. This sector continues to play a vital role in emerging economies, offering employment opportunities that mitigate poverty and enhance social stability. Enabling Digital Twins for labor-intensive manufacturing systems opens many opportunities towards humancentricity and improvement of well-being of human operators. In these systems, however, human data must also be considered for Digital Twin development and the corresponding validation processes. Handling human data further complicates the creation and validation of Digital Twins. To the best of our knowledge, there has not been a comprehensive study on the validation of Digital Twins in labor-intensive manufacturing. In this paper, we review Digital Twin validation in manufacturing, focusing on systems that feature data from human operations. As a result, we outline the current challenges of validation of Digital Twins in labor-intensive manufacturing environments and suggest future research directions. © 2024 Elsevier B.V.. All rights reserved.",,,2-s2.0-85199577244,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2091,2-s2.0-85217618453,Conference paper,DIGITAL TWIN CALIBRATION FOR BIOLOGICAL SYSTEM-OF-SYSTEMS: CELL CULTURE MANUFACTURING PROCESS,2024,Cheng F.; Xie W.; Zheng H.,Cheng F.,Proceedings - Winter Simulation Conference,,,323-334,10.1109/WSC63780.2024.10838898,https://www.scopus.com/pages/publications/85217618453?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,,10.1109/WSC63780.2024.10838898,2024 - DIGITAL TWIN CALIBRATION FOR BIOLOGICAL SYSTEM-OF-SYSTEMS CELL CULTURE MANUFACTURING PROCESS.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Biomanufacturing innovation relies on an efficient Design of Experiments (DoEs) to optimize processes and product quality. Traditional DoE methods, ignoring the underlying bioprocessing mechanisms, often suffer from a lack of interpretability and sample efficiency. This limitation motivates us to create a new optimal learning approach for digital twin model calibration. In this study, we consider the cell culture process multi-scale mechanistic model, also known as Biological System-of-Systems (Bio-SoS). This model with a modular design, composed of sub-models, allows us to integrate data across various production processes. To calibrate the Bio-SoS digital twin, we evaluate the mean squared error of model prediction and develop a computational approach to quantify the impact of parameter estimation error of individual sub-models on the prediction accuracy of digital twin, which can guide sample-efficient and interpretable DoEs. © 2024 IEEE.",,,2-s2.0-85217618453,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2174,2-s2.0-85211817659,Conference paper,Thermal Model Validation of a Power Electronics Module for Digital Twin Application,2024,Zoller S.; Cabre-Piqueras C.; Schilder B.; Filba-Martinez A.; Acker L.,Zoller S.,"ECCE Europe 2024 - Energy Conversion Congress and Expo Europe, Proceedings",,,,10.1109/ECCEEurope62508.2024.10751873,https://www.scopus.com/pages/publications/85211817659?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 1,,10.1109/ECCEEurope62508.2024.10751873,2024 - Thermal Model Validation of a Power Electronics Module for Digital Twin Application.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Include,,"Abstract contains DT/model, production/manufacturing, and explicit validation/calibration/update/synchronization evidence.",Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"Thermal stress is a critical failure factor for power electronics components. Hence, when developing a precise digital twin for a power system, it is imperative that thermal models provide a reliable portrayal of the component physics. In that regard, manufacturers offer simplified thermal models that enable designers and users to estimate its behaviour. Nevertheless, the accuracy of these models remains unknown, thus compromising the overall certainty of the digital twin. Therefore, it is of interest to discern whether these simplified models are sufficient for the precision required by the digital twin, and to assess the need of developing a more accurate model. Hence, this paper focuses on validating the theoretical thermal model of a power electronics switch module setup by using the deviation of the module mean time to failure (MTTF) as the acceptance parameter. To achieve this, a novel experimental validation methodology is proposed to retrieve an experimental thermal model and compare it to the theoretical one. This validation is performed considering the discrete thermal impedances and introducing the study of the coupling effects within the module. © 2024 IEEE.",,,2-s2.0-85211817659,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,Also listed as transferable-domain validation research.,,,screening_retained_66,Retained after Level 3 screening. Also listed as additional transferable-domain paper.
NS2228,2-s2.0-85212235723,Conference paper,An MBSE approach for Virtual Verification & Validation of Systems with Digital Twins,2024,Honcak R.; Wooley A.,Honcak R.,Proceedings: MODELS 2024 - ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings,,,390-400,10.1145/3652620.3688252,https://www.scopus.com/pages/publications/85212235723?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 7,All Open Access; Gold Open Access,10.1145/3652620.3688252,2024 - An MBSE approach for Virtual Verification & Validation of Systems with Digital Twins.pdf,,,,,Include,,,,Include,,Title contains DT/model and validation/update signals; kept as potentially transferable.,Uncertain,,Abstract has a strong DT validation/update signal outside the core production scope; kept as potentially transferable.,Include,,Pre-applied from previous Level 3 manual review on overlapping record.,,,"The automotive industry is embracing digital transformation, with trends like electric mobility leading the way. However, how will we efficiently and sustainably develop our electrified vehicles in the future? Agile customer demands, which require shorter product development cycles, pose a challenge for the automotive supplier industry. One approach to address this challenge is the adoption of Model Based Systems Engineering (MBSE) and Digital Twins (DT) for product digitalization and virtualization. MBSE supports product development from inception to the entire product lifecycle by continuously describing the system based on a system model. DTs, which are virtual representations of physical products/systems, capture both behavior and lifespan through simulation models and workflows. The complexity of DTs will highly increase due to multi-physical interactions, requiring consistency and traceability for the cross-domain development as well as application of simulation models and workflows in virtual testing and product approvals. The foundation lies in calibrated, verified, and validated simulation models, as well as reproducible simulation workflows, with capabilities that include uncertainty assessments. Processes and methods are necessary to manage complexity, ensure systematic validation, and efficiently develop DTs. Current approaches often overlook how DTs should be specified, designed, tested, and standardized. This research highlights the advantages of introducing a V-model and MBSE for DT development within the context of digital engineering. These measures can enhance the efficiency, reusability, quality, and automation of DTs. © 2024 Copyright is held by the owner/author(s).",,,2-s2.0-85212235723,from_scopus_csv,IN,Pre-applied from previous Level 3 manual review on overlapping record.,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2282,2-s2.0-85187978100,Article,Digital twin with augmented state extended Kalman filters for forecasting electric power consumption of industrial production systems,2024,Baldassarre A.; Dion J.-L.; Peyret N.; Renaud F.,Baldassarre A.,Heliyon,10,6,,10.1016/j.heliyon.2024.e27343,https://www.scopus.com/pages/publications/85187978100?origin=resultslist,Article,Final,Scopus,English,Cited by 22,All Open Access; Gold Open Access; Green Open Access,10.1016/j.heliyon.2024.e27343,2024 - Digital twin with augmented state extended Kalman filters for forecasting electric power consumption of industrial production systems.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"The work aims to develop an effective tool based on Digital Twins (DTs) for forecasting electric power consumption of industrial production systems. DTs integrate dynamic models combined with Augmented State Extended Kalman Filters (ASEKFs) in a learning process. The connection with the real counterpart is realized exclusively through non-intrusive sensors. This architecture enables the model development of industrial systems (components, machinery and processes) on which complete knowledge is not available, by identifying the model's unknown parameters through short online training phases and small amounts of real-time raw data. ASEKFs track the unknowns keeping models updated as physical systems evolve. When a forecast is needed, the current estimates of the uncertain parameters are integrated into the dynamic models. These can then be used without ASEKFs to predict the actual energy use of the system under the desired operating conditions, including scenarios that differ from typical functioning. The approach is validated offline with reference to the electricity consumption of an automatic coffee machine, which represents a real test environment and a blueprint to design DTs for other industrial systems. The appliance is observed by measuring the supply voltage and the absorbed current. The accuracy of the results is analyzed and discussed. This method is developed in the context of energy consumption prediction and optimization in the manufacturing industry through refined energy management and planning. © 2024 The Authors",,,2-s2.0-85187978100,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2338,2-s2.0-85210927829,Article,Cognitive digital twin in manufacturing process: integrating the knowledge graph for enhanced human-centric Industry 5.0,2024,Su C.; Tang X.; Han Y.; Wang T.; Jiang D.,Su C.,International Journal of Production Research,,,,10.1080/00207543.2024.2435583,https://www.scopus.com/pages/publications/85210927829?origin=resultslist,Article,Article in press,Scopus,English,Cited by 20,,10.1080/00207543.2024.2435583,2024 - Cognitive digital twin in manufacturing process integrating the knowledge graph for enhanced human-centric Industry 5.0.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Industry 5.0 emphasises human-centric intelligent manufacturing, posing challenges in integrating human expertise with advanced machine capabilities. To address these challenges, a novel three-layer cognitive digital twin model based on knowledge graphs is proposed, designed to integrate workers’ knowledge and experience into intelligent manufacturing processes. This model comprises three layers: an ontology layer that constructs a foundational process knowledge ontology library; a knowledge layer that maps real-time data to dynamically update digital models; and a cognitive layer that utilises machine learning, knowledge reasoning, and knowledge mining for advanced analysis, state understanding, and model evolution. The model promotes user interaction through intuitive interfaces and a Q&A system, leveraging techniques such as knowledge reasoning and querying to support decision-making and enhance worker engagement. Validated through a system implemented for aero-engine blade production, this cognitive digital twin model leverages human expertise and machine capabilities to enhance process control, quality management, and overall efficiency. The proposed approach demonstrates significant potential for advancing personalised human-machine interaction in manufacturing, truly embodying the value of a human-centric approach and paving the way for future developments in the field. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",,,2-s2.0-85210927829,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2343,2-s2.0-85213389668,Conference paper,Integrating digital twins in metal sink factories: A pathway to smart manufacturing,2024,Kappatos V.; Athanasakos L.; Tromaras A.; Krimpenis A.,Kappatos V.,Materials Research Proceedings,46,,412-419,10.21741/9781644903377-52,https://www.scopus.com/pages/publications/85213389668?origin=resultslist,Conference paper,Final,Scopus,English,Cited by 0,All Open Access; Hybrid Gold Open Access,10.21741/9781644903377-52,2024 - Integrating digital twins in metal sink factories A pathway to smart manufacturing.pdf,,,,,Include,,,,Uncertain,,"Title contains DT and production/manufacturing signals, but validation/update is not explicit in the title.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"This study presents the development and validation of a digital twin for the production line of monoblock sinks. The digital twin was created using the AnyLogic simulation platform, integrating both 2D and 3D environments to replicate the factory’s operations. The model simulates the movement of workers and machinery across key stations in the production process, providing detailed insights into resource availability, machine usage, and potential bottlenecks. Validation of the model was conducted through a comparison of simulated production rates with real-world data for key production stations. The results demonstrated a high degree of accuracy, with discrepancies between simulated and actual production times within a few seconds. The digital twin offers a powerful tool for experimentation and optimization, enabling adjustments in process times, workforce allocation, and equipment utilization. This approach not only enhances production efficiency but also provides a reliable platform for future decision-making and process improvements. © 2024, Materials Research Proceedings. All rights reserved.",,,2-s2.0-85213389668,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
NS2374,2-s2.0-85173216067,Article,A multi-dimensional evolution modeling method for digital twin process model,2024,Liu J.; Ji Q.; Zhou H.; Du C.; Liu X.; Li M.,Liu J.,Robotics and Computer-Integrated Manufacturing,86,,,10.1016/j.rcim.2023.102667,https://www.scopus.com/pages/publications/85173216067?origin=resultslist,Article,Final,Scopus,English,Cited by 20,,10.1016/j.rcim.2023.102667,2024 - A multi-dimensional evolution modeling method for digital twin process model.pdf,,,,,Include,,,,Include,,"Title contains DT/model, validation/update, and production/manufacturing signals.",Uncertain,,"Abstract contains DT and production/manufacturing context, but validation/update evidence is not explicit enough.",Include,,Manual Level 3 topic-scope review: in scope.,,,"Digital twin, visually monitor the dynamic evolution process of part cutting in a digital way, which has attracted widespread attention in smart manufacturing. Under this background, creating a high fidelity and evolvable virtual model has become the key to putting digital twin into practice in the manufacturing field. However, the 3D process model pays scant attention on the dynamically machining process, multi-dimensional evolutionary machining feature, and not even the coupling machining semantics. How to realize the evolution process model creation from the perspective of semantics dimension, time dimension, and feature dimension, an evolutionary concurrent modeling method is proposed based on the process knowledge and machining feature. Firstly, the geometric evolution process of typical features is analyzed, and the association mechanism between processing semantics and evolution features is constructed. Secondly, the mathematical model of the evolution feature is constructed based on the part processing information, and the creation method of processing semantics-driven evolutionary feature is proposed. Thirdly, the association mechanism of ""machining semantics-process parameters-geometric features"" is built, and the dynamic evolution process model which achieve synchronous evolution with the processing is created based on machining semantics. Finally, a case study is carried out with typical processing feature. The results show that the multi-dimensional evolution modeling of the digital twin process model can realize the synchronous visual monitoring and simulation of product processing. The correlation based on semantic features can improve the efficiency and quality of process model construction and provide solutions for dynamic analysis and decision-making of smart process design. © 2023 Elsevier Ltd",,,2-s2.0-85173216067,from_scopus_csv,IN,,,,,,,,,screening_retained_66,Retained after Level 3 screening.
