new_screening_id,previous_screening_id,match_method,manual_level3_decision,new_title,previous_title,year,doi
NS0498,NS0499,doi,IN,Behavioral trust management in Digital Twin systems using safe state analysis and virtual validation,Behavioral trust management in Digital Twin systems using safe state analysis and virtual validation,2026,10.1016/j.infsof.2026.108093
NS0500,NS0500,doi,OUT,Digital Twin-Enabled thermal error prediction and compensation system for CNC Machine tool feed systems,Digital Twin-Enabled thermal error prediction and compensation system for CNC Machine tool feed systems,2026,10.1016/j.ymssp.2026.114192
NS0503,NS0502,doi,OUT,Integrating Knowledge Management Architectures for Circular Economy Transformation in Industry 4.0,Integrating Knowledge Management Architectures for Circular Economy Transformation in Industry 4.0,2026,10.1002/kpm.70098
NS0504,NS0002,doi,OUT,From Digital Twin to Smart Control Systems: Synthesis of Hybrid Model for the Control of Thermal Equipment in Central Processing Facilities,From Digital Twin to Smart Control Systems: Synthesis of Hybrid Model for the Control of Thermal Equipment in Central Processing Facilities,2026,10.1007/978-3-032-02544-9_1
NS0507,NS0505,doi,OUT,Construction and Optimization of an Industrial Intelligent Production Platform Based on Digital Twin Technology,Construction and Optimization of an Industrial Intelligent Production Platform Based on Digital Twin Technology,2026,10.1007/978-981-95-1106-8_30
NS0511,NS0508,doi,OUT,From automation to collaboration: exploring the impact of industry 5.0 on sustainable manufacturing,From automation to collaboration: exploring the impact of industry 5.0 on sustainable manufacturing,2025,10.1007/s43621-025-01201-0
NS0512,NS0509,doi,OUT,Design of Robot Joint Position Extraction Algorithm Based on Vision,Design of Robot Joint Position Extraction Algorithm Based on Vision,2026,10.1109/ICARA69401.2026.11480328
NS0513,NS0511,doi,OUT,Adoption of Industry 4.0 and 5.0 for the Plastic Moulding Manufacturing Unit Is Accelerated by Using Digital Twin Platforms for Predictive Maintenance and Process Modelling Optimization,Adoption of Industry 4.0 and 5.0 for the Plastic Moulding Manufacturing Unit Is Accelerated by Using Digital Twin Platforms for Predictive Maintenance and Process Modelling Optimization,2026,10.1007/978-3-032-18470-2_14
NS0514,NS0021,doi,OUT,DARWIN: Digital Twin Assisted Robot Navigation and WIreless Network Management,DARWIN: Digital Twin Assisted Robot Navigation and WIreless Network Management,2026,10.1109/TMC.2025.3602213
NS0515,NS0512,doi,OUT,Lean Manufacturing Toward Minimum Waste Discharge and Potential Gains in the Biorefinery and Biotechnology Industries,Lean Manufacturing Toward Minimum Waste Discharge and Potential Gains in the Biorefinery and Biotechnology Industries,2026,10.1002/9781394309955.ch14
NS0517,NS0516,doi,OUT,Assessing the Sustainability Impacts of Industry 4.0 on Maintenance Policies: A Systematic Literature Review and Future Research Directions,Assessing the Sustainability Impacts of Industry 4.0 on Maintenance Policies: A Systematic Literature Review and Future Research Directions,2025,10.36001/ijphm.2025.v16i4.4267
NS0518,NS0517,doi,OUT,Evaluating Cognitive Workload in Industrial Tasks via Immersive VR and Human Digital Twin Frameworks: Development of Application and Design of Experiment,Evaluating Cognitive Workload in Industrial Tasks via Immersive VR and Human Digital Twin Frameworks: Development of Application and Design of Experiment,2026,10.1016/j.procs.2026.02.319
NS0520,NS0030,doi,OUT,Digital Twin-Based Proactive Analysis and Prediction for Rolling Stock Production,Digital Twin-Based Proactive Analysis and Prediction for Rolling Stock Production,2026,10.1007/978-3-032-09700-2_16
NS0521,NS0520,doi,OUT,A Framework for Smart Traceability of Athletic Equipment Using Distributed Ledger Technology in the Sports Industry,A Framework for Smart Traceability of Athletic Equipment Using Distributed Ledger Technology in the Sports Industry,2026,10.4018/IRMJ.402025
NS0525,NS0524,doi,OUT,Vibrational spectroscopy and machine learning in bakery production: Toward digital twin integration,Vibrational spectroscopy and machine learning in bakery production: Toward digital twin integration,2025,10.1016/j.foohum.2025.100919
NS0527,NS0527,doi,OUT,A method for constructing digital twins of CNC machine tools feed systems based on hybrid mechanism-data,A method for constructing digital twins of CNC machine tools feed systems based on hybrid mechanism-data,2025,10.1038/s41598-025-17587-w
NS0530,NS0531,doi,OUT,Enabling interoperable human–AI teaming for automation in construction and manufacturing via Digital Twins and Sliding Work Sharing ontologies,Enabling interoperable human–AI teaming for automation in construction and manufacturing via Digital Twins and Sliding Work Sharing ontologies,2025,10.1016/j.jii.2025.100962
NS0531,NS0532,doi,OUT,Designing an Agentic AI–Driven Framework for Decision-Making in Industrial Maintenance,Designing an Agentic AI–Driven Framework for Decision-Making in Industrial Maintenance,2026,10.1007/978-3-032-09945-7_11
NS0532,NS0533,doi,OUT,Smart manufacturing: MLOps-enabled event-driven architecture for enhanced control in steel production,Smart manufacturing: MLOps-enabled event-driven architecture for enhanced control in steel production,2025,10.1016/j.jss.2025.112542
NS0534,NS0534,doi,OUT,A Physics-Aware Latent Diffusion Framework for Mitigating Adversarial Perturbations in Manufacturing Quality Control,A Physics-Aware Latent Diffusion Framework for Mitigating Adversarial Perturbations in Manufacturing Quality Control,2026,10.3390/fi18010023
NS0536,NS0536,doi,OUT,High-Fidelity Simulation and Digital Twin Framework for Real-Time Adaptive Human–Robot Collaboration,High-Fidelity Simulation and Digital Twin Framework for Real-Time Adaptive Human–Robot Collaboration,2026,10.54941/ahfe1007153
NS0540,NS0539,doi,OUT,Integration of the Asset Administration Shell for Smart Manufacturing: State-of-Art and Future Opportunities,Integration of the Asset Administration Shell for Smart Manufacturing: State-of-Art and Future Opportunities,2026,10.1007/978-3-031-98890-5_20
NS0541,NS0540,doi,OUT,Digital twin for in–space manufacturing: a comprehensive review from framework to future,Digital twin for in–space manufacturing: a comprehensive review from framework to future,2026,10.1080/17452759.2026.2639147
NS0542,NS0541,doi,OUT,"Big Data for Optimized and Sustainable Industrial Operations in Industry 6.0: Challenges, Opportunities, and Best Practices","Big Data for Optimized and Sustainable Industrial Operations in Industry 6.0: Challenges, Opportunities, and Best Practices",2026,10.1007/978-3-032-15398-2_32
NS0543,NS0542,doi,OUT,From Physical Realm to Digital Twin: An Additive Manufacturing Approach to Digital Twin Testbed Development,From Physical Realm to Digital Twin: An Additive Manufacturing Approach to Digital Twin Testbed Development,2026,10.2514/6.2026-2122
NS0544,NS0544,doi,OUT,Research on status monitoring and positioning compensation system for digital twin of parallel robots,Research on status monitoring and positioning compensation system for digital twin of parallel robots,2025,10.1038/s41598-025-91892-2
NS0552,NS0552,doi,OUT,In-situ precision wear characterization using digital holographic microscopy and computational image processing techniques,In-situ precision wear characterization using digital holographic microscopy and computational image processing techniques,2026,10.1108/ILT-11-2025-0500
NS0555,NS0555,doi,OUT,Digital Twin Framework and Federated Learning for Multi-plant Knowledge Sharing in Decision Support for Electric Steelmaking and Beyond,Digital Twin Framework and Federated Learning for Multi-plant Knowledge Sharing in Decision Support for Electric Steelmaking and Beyond,2026,10.36146/2026_01_25
NS0559,NS0559,doi,OUT,A digital twin-based smart assembly for cable-driven parallel robots,A digital twin-based smart assembly for cable-driven parallel robots,2025,10.1016/j.aei.2025.103623
NS0560,NS0560,doi,IN,Verification and Validation of the Numerical and Reduced Models of Roller Bearings,Verification and Validation of the Numerical and Reduced Models of Roller Bearings,2026,10.1007/978-3-032-11549-2_51
NS0563,NS0565,doi,OUT,Machine Dynamics-Aware CPS Scheduling and Iterative Validation for Industry 4.0,Machine Dynamics-Aware CPS Scheduling and Iterative Validation for Industry 4.0,2026,10.1109/VLSID68508.2026.00102
NS0565,NS0567,doi,OUT,Data Collection Framework Enabling Simulation-Based Development and Evaluation of AM Post-Processing,Data Collection Framework Enabling Simulation-Based Development and Evaluation of AM Post-Processing,2026,10.1016/j.procir.2025.09.038
NS0566,NS0568,doi,OUT,Artificial Intelligence in Industrial Heat Recovery and Waste Heat Utilization,Artificial Intelligence in Industrial Heat Recovery and Waste Heat Utilization,2026,10.1201/9781003647782-13
NS0567,NS0569,doi,OUT,A digital twin-based framework for predictive quality assurance and supply chain resilience in the automotive industry,A digital twin-based framework for predictive quality assurance and supply chain resilience in the automotive industry,2026,10.1016/j.aei.2025.103969
NS0568,NS0571,doi,OUT,Method for the development and application of digital twins in manufacturing,Method for the development and application of digital twins in manufacturing,2025,10.1007/s11740-025-01346-x
NS0573,NS0576,doi,OUT,Digital twin system for manufacturing processes based on a multi-layer knowledge graph model,Digital twin system for manufacturing processes based on a multi-layer knowledge graph model,2025,10.1038/s41598-024-85053-0
NS0575,NS0577,doi,OUT,Managing uncertainty in production sequencing: a digital twin framework for mixed-model assembly lines,Managing uncertainty in production sequencing: a digital twin framework for mixed-model assembly lines,2026,10.1080/17477778.2025.2478976
NS0576,NS0578,doi,OUT,"Reviews of the Static, Adoptive, and Dynamic Sampling in Wafer Manufacturing","Reviews of the Static, Adoptive, and Dynamic Sampling in Wafer Manufacturing",2026,10.3390/asi9010001
NS0578,NS0087,doi,OUT,Industrial Data Marketplaces: Requirements and Potentials for Enabling Digital Twins,Industrial Data Marketplaces: Requirements and Potentials for Enabling Digital Twins,2026,10.1016/j.procs.2026.02.126
NS0579,NS0580,doi,OUT,A Simulation-Based Framework for Fatigue-Aware Task Reallocation in Human–Robot Collaboration: Software Verification With 1000-Episode Digital Twin,A Simulation-Based Framework for Fatigue-Aware Task Reallocation in Human–Robot Collaboration: Software Verification With 1000-Episode Digital Twin,2026,10.1109/ACCESS.2026.3681728
NS0580,NS0581,doi,OUT,"Processes of crystallization within the system Li,Pr,K||Cl: cross-validation of horizontal and vertical material balances","Processes of crystallization within the system Li,Pr,K||Cl: cross-validation of horizontal and vertical material balances",2025,10.1016/j.molliq.2025.128415
NS0585,NS0586,doi,OUT,Research on Intelligent Scheduling and Dispatching of Smart Beam Factory Driven by Digital Twin; [数字挛生驱动的智慧梁厂智能排产与调度研究],Research on Intelligent Scheduling and Dispatching of Smart Beam Factory Driven by Digital Twin; [数字挛生驱动的智慧梁厂智能排产与调度研究],2026,10.19721/j.cnki.1001-7372.2026.01.010
NS0586,NS0587,doi,OUT,AI-driven pilot platforms and computational pharmaceutics: accelerating innovation in small molecule drug development under industry 4.0 and 5.0 paradigms,AI-driven pilot platforms and computational pharmaceutics: accelerating innovation in small molecule drug development under industry 4.0 and 5.0 paradigms,2026,10.3389/fphar.2026.1681040
NS0588,NS0590,doi,OUT,Reinforcement Learning for Industrial Automation: A Comprehensive Review of Adaptive Control and Decision-Making in Smart Factories,Reinforcement Learning for Industrial Automation: A Comprehensive Review of Adaptive Control and Decision-Making in Smart Factories,2025,10.3390/machines13121140
NS0589,NS0591,doi,OUT,Robot Manipulation-Driven Assembly Automation System for Manufacturing Precision,Robot Manipulation-Driven Assembly Automation System for Manufacturing Precision,2026,10.1109/IMED68921.2026.11484879
NS0590,NS0592,doi,OUT,Integrated Production–Logistics Scheduling in Flexible Assembly Shops Using an Improved Genetic Algorithm,Integrated Production–Logistics Scheduling in Flexible Assembly Shops Using an Improved Genetic Algorithm,2025,10.3390/machines13121090
NS0593,NS0594,doi,OUT,Toward Smart Manufacturing Metaverse via Digital Twinning in Extended Reality,Toward Smart Manufacturing Metaverse via Digital Twinning in Extended Reality,2025,10.1115/1.4070437
NS0595,NS0596,doi,OUT,Current Approaches in Software Support for Industrial Ergonomics,Current Approaches in Software Support for Industrial Ergonomics,2026,10.1007/978-3-032-21701-1_19
NS0598,NS0599,doi,OUT,Systematic review of multiscale thermal prediction models for FDM/FFF additive manufacturing: Toward digital twin integration with physics-informed machine learning,Systematic review of multiscale thermal prediction models for FDM/FFF additive manufacturing: Toward digital twin integration with physics-informed machine learning,2025,10.1016/j.rineng.2025.108087
NS0601,NS0602,doi,OUT,AI and Automation for Net- Zero Factories and Sustainable Manufacturing,AI and Automation for Net- Zero Factories and Sustainable Manufacturing,2026,10.4018/979-8-3373-5756-0.ch006
NS0602,NS0603,doi,OUT,ANFIS–GA-based offline digital twin for surface roughness prediction in machining of cryogenically pre-cooled Inconel 718,ANFIS–GA-based offline digital twin for surface roughness prediction in machining of cryogenically pre-cooled Inconel 718,2026,10.1007/s12008-026-02553-1
NS0603,NS0604,doi,OUT,Synergistic Effects of Lean Manufacturing and Digitalization on Operational Effectiveness: A Comprehensive Review,Synergistic Effects of Lean Manufacturing and Digitalization on Operational Effectiveness: A Comprehensive Review,2026,10.31181/sdmap31202634
NS0605,NS0113,doi,OUT,A multi-level modelling approach for magnesium-carbon brick die-casting digital twin workshop oriented to production anomaly detection,A multi-level modelling approach for magnesium-carbon brick die-casting digital twin workshop oriented to production anomaly detection,2026,10.1080/00207543.2026.2676214
NS0607,NS0607,doi,OUT,Empowering Circular Value Chains in the PV Manufacturing Industry: A Human-in-the-Loop Vision from the CIRCMAN5.0 Framework,Empowering Circular Value Chains in the PV Manufacturing Industry: A Human-in-the-Loop Vision from the CIRCMAN5.0 Framework,2026,10.1016/j.procs.2026.02.209
NS0608,NS0609,doi,OUT,Digital Twin for the Production of hMSC-Derived Extracellular Vesicles for Applications in Cell and Gene Therapy toward Autonomous Operation,Digital Twin for the Production of hMSC-Derived Extracellular Vesicles for Applications in Cell and Gene Therapy toward Autonomous Operation,2025,10.1021/acsomega.5c03703
NS0610,NS0611,doi,OUT,Interim Check Process Digital Twin for an Articulated Arm Coordinate Measuring Machine,Interim Check Process Digital Twin for an Articulated Arm Coordinate Measuring Machine,2026,10.1007/978-3-031-89771-9_28
NS0614,NS0616,doi,OUT,"Digital Twin Approach toward the Design, Optimization, and Control of a Catalytic System for High-Purity Hydrogen Production from Biogas","Digital Twin Approach toward the Design, Optimization, and Control of a Catalytic System for High-Purity Hydrogen Production from Biogas",2025,10.1021/acs.iecr.5c02237
NS0616,NS0617,doi,OUT,AI Applications in the Fourth Industry Revolution,AI Applications in the Fourth Industry Revolution,2026,10.1201/9781003617327-9
NS0618,NS0128,doi,OUT,Hands-On Training for Human-Centric Digital Twin in a Learning Factory Environment,Hands-On Training for Human-Centric Digital Twin in a Learning Factory Environment,2026,10.1007/978-3-032-02801-3_8
NS0619,NS0618,doi,OUT,Reconfigurable machine tending with collaborative robots: leveraging ISO 21919 for enhancing flexibility and safety,Reconfigurable machine tending with collaborative robots: leveraging ISO 21919 for enhancing flexibility and safety,2026,10.1080/0951192X.2025.2496901
NS0620,NS0619,doi,OUT,Innovative and best practices in sustainable strategies for waste reduction in additive manufacturing,Innovative and best practices in sustainable strategies for waste reduction in additive manufacturing,2025,10.1016/j.hybadv.2025.100527
NS0625,NS0625,doi,OUT,Advances in sustainable technologies for industry and environment for a greener future,Advances in sustainable technologies for industry and environment for a greener future,2025,10.1007/s11356-025-37299-y
NS0630,NS0630,doi,OUT,The Digital Twin for Fast and Precise Production of Concrete Modules,The Digital Twin for Fast and Precise Production of Concrete Modules,2026,10.1002/best.70162
NS0632,NS0632,doi,OUT,Towards human digital twin: Reviewing human modelling and simulation,Towards human digital twin: Reviewing human modelling and simulation,2025,10.1016/j.jii.2025.100975
NS0633,NS0633,doi,OUT,A digital-twin-driven vision-based robotic pick-and-place system,A digital-twin-driven vision-based robotic pick-and-place system,2025,10.1145/3778886.3778895
NS0634,NS0635,doi,OUT,Quasi-real-time digital twin for robotic assembly: a physics-based multi-fidelity framework,Quasi-real-time digital twin for robotic assembly: a physics-based multi-fidelity framework,2026,10.1007/s10845-026-02879-3
NS0637,NS0638,doi,OUT,Digital Twins Monitoring: A Methodology for Generating and Validating Synthetic Failure Data for PHM,Digital Twins Monitoring: A Methodology for Generating and Validating Synthetic Failure Data for PHM,2026,10.1109/ACCESS.2026.3678177
NS0643,NS0645,doi,IN,Smart Manufacturing Innovation Through the Integration of Digital Twin and IoT Energy Management,Smart Manufacturing Innovation Through the Integration of Digital Twin and IoT Energy Management,2025,10.1007/s12555-025-0046-1
NS0645,NS0647,doi,OUT,Smart Manufacturing and Industry 5.0: Adding the Human Edge to Industry 4.0,Smart Manufacturing and Industry 5.0: Adding the Human Edge to Industry 4.0,2026,10.1007/978-3-032-13657-2_2
NS0646,NS0648,doi,OUT,Digital Twin-Based Virtual Sensing for Real-Time Process Monitoring of Marine Reciprocating Natural Gas Compressor Packages,Digital Twin-Based Virtual Sensing for Real-Time Process Monitoring of Marine Reciprocating Natural Gas Compressor Packages,2026,10.1109/JSEN.2025.3631389
NS0650,NS0652,doi,OUT,From Digital Twin Towards Shop Floor: Codeless Programming Of Pick-And-Place Robots Through Extended-Reality Interaction,From Digital Twin Towards Shop Floor: Codeless Programming Of Pick-And-Place Robots Through Extended-Reality Interaction,2026,10.15488/21001
NS0653,NS0171,doi,OUT,"Digital Twin, Digital Shadow or Digital Model? A Systematic Literature Review","Digital Twin, Digital Shadow or Digital Model? A Systematic Literature Review",2026,10.1007/978-3-032-03538-7_22
NS0654,NS0654,doi,OUT,BIM-to-BEM Framework for Energy Retrofit in Industrial Buildings: From Simulation Scenarios to Decision Support Dashboards,BIM-to-BEM Framework for Energy Retrofit in Industrial Buildings: From Simulation Scenarios to Decision Support Dashboards,2026,10.3390/su18021023
NS0655,NS0655,doi,OUT,Enabling AI-Controlled additive manufacturing with real-time multiphysics digital twins,Enabling AI-Controlled additive manufacturing with real-time multiphysics digital twins,2026,10.1080/17452759.2025.2610146
NS0656,NS0173,doi,OUT,Overcoming synchronization challenges in machining digital twins: transpiling legacy NC dialects to enhance interoperability,Overcoming synchronization challenges in machining digital twins: transpiling legacy NC dialects to enhance interoperability,2026,10.1007/s00170-026-17723-4
NS0657,NS0656,doi,OUT,Key Technologies and Verification of a Digital Twin Simulation Platform Integrating Multimodal Perception,Key Technologies and Verification of a Digital Twin Simulation Platform Integrating Multimodal Perception,2026,10.1109/ICCECE69169.2026.11399803
NS0659,NS0658,doi,OUT,"Integrating Product Lifecycle Management, Business Innovation, and Sustainability in the Era of Industry 5.0: A Synergistic Framework","Integrating Product Lifecycle Management, Business Innovation, and Sustainability in the Era of Industry 5.0: A Synergistic Framework",2026,10.1007/978-3-032-15576-4_6
NS0662,NS0661,doi,OUT,Vision-integrated supervisory control and data acquisition for weld bead control in wire arc additive manufacturing,Vision-integrated supervisory control and data acquisition for weld bead control in wire arc additive manufacturing,2026,10.1007/s00170-026-17949-2
NS0664,NS0663,doi,OUT,Mechanisms of Multiscale Granular Material Properties in Roll Compaction/Dry Granulation and Tableting Processes: From Macro to Micro,Mechanisms of Multiscale Granular Material Properties in Roll Compaction/Dry Granulation and Tableting Processes: From Macro to Micro,2026,10.1007/s11831-026-10605-8
NS0672,NS0671,doi,OUT,Self-service business intelligence systems in production domains: Introducing data democratization and mass customizable mashups,Self-service business intelligence systems in production domains: Introducing data democratization and mass customizable mashups,2025,10.1016/j.digbus.2025.100156
NS0677,NS0675,doi,OUT,Development of a Robotic Additive Manufacturing Cell Based on the LMD-Wire Process,Development of a Robotic Additive Manufacturing Cell Based on the LMD-Wire Process,2026,10.1007/978-3-032-07675-5_68
NS0680,NS0678,doi,OUT,"Integrated finite element method, artificial intelligence, and digital twin technologies for drawing die design: A comprehensive review of advanced simulation and production efficiency optimization","Integrated finite element method, artificial intelligence, and digital twin technologies for drawing die design: A comprehensive review of advanced simulation and production efficiency optimization",2026,10.12913/22998624/213621
NS0683,NS0681,doi,OUT,Generative adversarial networks for resilient design of manufacturing systems,Generative adversarial networks for resilient design of manufacturing systems,2026,10.1080/24725854.2026.2642363
NS0687,NS0685,doi,OUT,Industry 4.0 and Digital Twins: The Route Towards Customizable Self-describing Products,Industry 4.0 and Digital Twins: The Route Towards Customizable Self-describing Products,2026,10.1007/978-3-032-05291-9_11
NS0688,NS0686,doi,OUT,Robot Co-Workers: Human-Robot Collaboration in Smart Manufacturing,Robot Co-Workers: Human-Robot Collaboration in Smart Manufacturing,2026,10.1201/9781003614470-15
NS0689,NS0687,doi,OUT,Tool wear monitoring in robotic milling of composite materials using low-cost vibration-based instrumentation,Tool wear monitoring in robotic milling of composite materials using low-cost vibration-based instrumentation,2025,10.1007/s00170-025-16614-4
NS0692,NS0689,doi,OUT,"TwinForge 90/5: Coverage Driven, Residual Calibrated Digital Twins with Certified Gap and Drift Bounds","TwinForge 90/5: Coverage Driven, Residual Calibrated Digital Twins with Certified Gap and Drift Bounds",2026,10.22266/ijies2026.0331.15
NS0693,NS0690,doi,OUT,Smart Manufacturing and AI Integration,Smart Manufacturing and AI Integration,2026,10.1201/9781003559146-16
NS0696,NS0692,doi,OUT,The Impact of Artificial Intelligence on Additive Manufacturing in Mechanical Engineering,The Impact of Artificial Intelligence on Additive Manufacturing in Mechanical Engineering,2026,10.1007/978-3-032-21865-0_4
NS0697,NS0693,doi,OUT,Digital-twin data driven multi-dimensional control for dualistic production-intralogistics synchronization in assembly systems under out-of-order execution framework,Digital-twin data driven multi-dimensional control for dualistic production-intralogistics synchronization in assembly systems under out-of-order execution framework,2025,10.1016/j.jmsy.2025.07.020
NS0699,NS0221,doi,OUT,A Systematic Review of AI-Based Digital Twins for Lithium-Ion Battery Sustainability,A Systematic Review of AI-Based Digital Twins for Lithium-Ion Battery Sustainability,2026,10.1007/978-981-95-6063-9_54
NS0702,NS0697,doi,OUT,Design of a Human-Centric Collaborative Robotic Workstation using Multimodal Sensing for Speed and Separation Monitoring,Design of a Human-Centric Collaborative Robotic Workstation using Multimodal Sensing for Speed and Separation Monitoring,2026,10.1016/j.procs.2026.02.231
NS0703,NS0698,doi,OUT,Digital Twin-Enabled Predictive Maintenance Framework for Smart Manufacturing Systems,Digital Twin-Enabled Predictive Maintenance Framework for Smart Manufacturing Systems,2025,10.71086/IAJSE/V12I4/IAJSE1235
NS0706,NS0702,doi,OUT,Adaptive Digital Twin System For Cement Production Optimization Using Markov Chain-Based Reaction Rate Modelling,Adaptive Digital Twin System For Cement Production Optimization Using Markov Chain-Based Reaction Rate Modelling,2026,10.55766/sujst8764
NS0707,NS0703,doi,OUT,Consistency Preservation in Integrated Product Engineering - An Industrial Study,Consistency Preservation in Integrated Product Engineering - An Industrial Study,2026,10.1109/SysCon66367.2026.11503472
NS0709,NS0705,doi,OUT,"A Comprehensive Review of Human-Robot Collaborative Manufacturing Systems: Technologies, Applications, and Future Trends","A Comprehensive Review of Human-Robot Collaborative Manufacturing Systems: Technologies, Applications, and Future Trends",2026,10.3390/su18010515
NS0710,NS0706,doi,OUT,Quasi-Static Hypergraph Neural Networks: A High-Performance Approach for Digital Twin Modeling of Manufacturing Process Systems with Dynamic Performance Evolution,Quasi-Static Hypergraph Neural Networks: A High-Performance Approach for Digital Twin Modeling of Manufacturing Process Systems with Dynamic Performance Evolution,2026,10.1016/j.eng.2026.03.012
NS0713,NS0709,doi,OUT,Digital twin-based approaches for agricultural machinery damage prediction and maintenance: A review,Digital twin-based approaches for agricultural machinery damage prediction and maintenance: A review,2025,10.1093/jcde/qwaf097
NS0714,NS0710,doi,OUT,AI-driven digital twin for autonomous web tension control in Roll-to-Roll manufacturing system,AI-driven digital twin for autonomous web tension control in Roll-to-Roll manufacturing system,2025,10.1038/s41598-025-09813-2
NS0715,NS0711,doi,OUT,A Cyber-Physical Production Systems Framework with Scheduling-Based Optimization Modules,A Cyber-Physical Production Systems Framework with Scheduling-Based Optimization Modules,2026,10.1007/978-3-032-01517-4_38
NS0717,NS0712,doi,OUT,Challenges and Opportunities in Secure Real-Time Digital Twin Systems for AR/VR-Enabled Smart Factories,Challenges and Opportunities in Secure Real-Time Digital Twin Systems for AR/VR-Enabled Smart Factories,2025,10.1145/3774900.3776639
NS0718,NS0713,doi,OUT,Industry 5.0: The Human-Centric Future of Industry,Industry 5.0: The Human-Centric Future of Industry,2026,10.1007/978-3-032-12622-1
NS0719,NS0715,doi,OUT,A review of manufacturing technology progress for astronomical telescope mirrors— from material innovation to Full-Spatial-Frequency error control,A review of manufacturing technology progress for astronomical telescope mirrors— from material innovation to Full-Spatial-Frequency error control,2026,10.37188/lam.2026.035
NS0721,NS0717,doi,OUT,"Smart Manufacturing in the Industry 4.0 Era: Technologies, Trends, and Future Prospects","Smart Manufacturing in the Industry 4.0 Era: Technologies, Trends, and Future Prospects",2026,10.1007/978-3-032-06671-8_45
NS0722,NS0718,doi,OUT,Adaptive Reinforcement Learning-Driven Digital Twin for Multi-Objective and Multi-Machine Process Optimization,Adaptive Reinforcement Learning-Driven Digital Twin for Multi-Objective and Multi-Machine Process Optimization,2026,10.1109/TAI.2026.3655629
NS0723,NS0719,doi,OUT,"Global Perspectives on Navigating Industry 5.0 Knowledge: Achieving Resilience, Sustainability, and Human-Centric Innovation in Manufacturing","Global Perspectives on Navigating Industry 5.0 Knowledge: Achieving Resilience, Sustainability, and Human-Centric Innovation in Manufacturing",2025,10.1007/s13132-024-02498-4
NS0733,NS0733,doi,OUT,Structural dynamics-driven digital twin framework for real-time vibration modelling of machine tools,Structural dynamics-driven digital twin framework for real-time vibration modelling of machine tools,2025,10.1016/j.ymssp.2025.113406
NS0734,NS0734,doi,OUT,Multifidelity digital twin for real-time monitoring of structural dynamics in aquaculture net cages,Multifidelity digital twin for real-time monitoring of structural dynamics in aquaculture net cages,2025,10.1038/s41598-025-27812-1
NS0740,NS0740,doi,OUT,Data-driven optical quality inspection and optimization within automated manufacturing processes,Data-driven optical quality inspection and optimization within automated manufacturing processes,2026,10.1177/09544054261423498
NS0742,NS0742,doi,OUT,Toward a digital twin for beer quality control: development of a digital model integrating industrial process data and model-based fermentation descriptors,Toward a digital twin for beer quality control: development of a digital model integrating industrial process data and model-based fermentation descriptors,2026,10.1016/j.jfoodeng.2025.112726
NS0745,NS0745,doi,OUT,"Research on multi-scale modeling method for digital twin workshop with considering multi-levels, domains and dimensions","Research on multi-scale modeling method for digital twin workshop with considering multi-levels, domains and dimensions",2025,10.1007/s00170-025-16816-w
NS0746,NS0746,doi,OUT,Unpacking trends in artificial intelligence research in the construction industry: a bibliographic review,Unpacking trends in artificial intelligence research in the construction industry: a bibliographic review,2026,10.3389/fbuil.2026.1798096
NS0747,NS0747,doi,OUT,A Case Study on DNN-Based Surface Roughness QA Analysis of Hollow Metal AM Fabricated Parts in a DT-Enabled CW-GTAW Robotic Manufacturing Cell †,A Case Study on DNN-Based Surface Roughness QA Analysis of Hollow Metal AM Fabricated Parts in a DT-Enabled CW-GTAW Robotic Manufacturing Cell †,2026,10.3390/s26010004
NS0748,NS0748,doi,OUT,Stress-Testing Slovenian SME Resilience: A Scenario Model Calibrated on South African Evidence,Stress-Testing Slovenian SME Resilience: A Scenario Model Calibrated on South African Evidence,2026,10.3390/su18020828
NS0750,NS0749,doi,OUT,"Towards a socio-technical framework for sustainable plant factories: A review of multi-modal sensing, hybrid modeling, and intelligent control","Towards a socio-technical framework for sustainable plant factories: A review of multi-modal sensing, hybrid modeling, and intelligent control",2026,10.1016/j.inpa.2026.03.015
NS0754,NS0752,doi,OUT,Automated generation of mechanistic models for chemical process digital twins using reinforcement learning part I: Conceptual framework and equation generation,Automated generation of mechanistic models for chemical process digital twins using reinforcement learning part I: Conceptual framework and equation generation,2025,10.1016/j.compchemeng.2025.109281
NS0757,NS0755,doi,OUT,A Systemic-Oriented Architecture of a Digital Twin for an Industrial Production System,A Systemic-Oriented Architecture of a Digital Twin for an Industrial Production System,2026,10.1007/978-3-032-18786-4_14
NS0760,NS0759,doi,OUT,SMARTCLAVE: A High-Fidelity Digital Twin for Predicting Process-Induced Local Defects and Distortion of Autoclave-Cured Composite Parts,SMARTCLAVE: A High-Fidelity Digital Twin for Predicting Process-Induced Local Defects and Distortion of Autoclave-Cured Composite Parts,2026,10.2514/6.2026-1081
NS0761,NS0760,doi,OUT,Digital Thread Based Simulation Framework for Robotic Manufacturing Systems,Digital Thread Based Simulation Framework for Robotic Manufacturing Systems,2026,10.1007/978-3-032-14950-3_32
NS0766,NS0282,doi,OUT,Virtual Commissioning and Simulation Method for Industrial Robots Based on Digital Twin Technology,Virtual Commissioning and Simulation Method for Industrial Robots Based on Digital Twin Technology,2026,10.1007/978-981-95-6733-1_30
